label	text_a	text_b
0	扯大纜	形容喺條件較差嘅情況下創一番事業
0	隱疾	陰道的別稱; 屄
0	起貨	逐啲逐啲噉披露資訊，或者逐啲逐啲噉做某樣嘢；通常要其他人催促先肯做
1	跑	腳郁得快過平時，而且喺每一步都會有一刻離地，令到速度快過行路
0	脖	冇留意到啲好明顯嘅嘢
1	埋	親密
0	握	向對方表示自己將會做某樣嘢
1	符弗 / 符fit	大家未知嘅方法；計仔
1	快刀斬亂麻	果斷迅速解決問題
0	打籠通 / 打龍通	成日；經常
0	廢	香港地區名；位於新界南部，係早期嘅新市鎮
1	脫	甩；自然咁甩落嚟
0	瀨 / 賴	計算人群嘅量詞
0	不論	冇乜上進心，做任何嘢都唔積極，懶懶散散嘅人 （量詞：條）
1	哋	放喺人稱代詞，或者「人」字後面去表示複數
0	不可思議	抑或係，一般用於選擇疑問句
1	阿婆	媽媽嘅媽媽
0	由於	成日；經常
0	上述	淺而窄嘅坑道；通常係俾水流過
0	閂	一種食物：用兩塊方包夾住花生醬，再沾滿蛋漿，拎去炸到金黃色；食嘅時候加牛油同糖漿（量詞：件）
0	別來無恙	講嘢嘅風格、態度、用字
0	青	取消資格
0	一早	佔用太多空間
0	柄	用嚟指出一樣嘢顯而易見，但係原先（或者聽嘅人）冇察覺到嘅資訊，通常同一句入面會有副詞「咪」
0	獨特	分辨；識別；識別；憑一啲甲同乙共有嘅特徵，去判斷甲等同或者歸類為乙、甲唔係乙以外嘅嘢
0	髀罅 / 肶罅	喺歐美出生或成長、認同歐美文化價值嘅華裔子女
1	比利時	國家名；係一個西歐國家，首都係布魯塞爾
0	勸喻	泛指有至少一個開口嘅軟質容器（量詞：個）
0	屙屎貪高興 / 痾屎貪高興	同意；批准；認可
0	等等	固態嘅二氧化碳（量詞：塊／粒／嚿）
0	稱	泛指成年男性
1	鼻涕蟲	即係蛞蝓，係一種滑潺潺、雌雄同體嘅軟體動物，貌似冇殼嘅蝸牛，對農作物有害（量詞：隻／條）
0	丼	從下至上奪走君主嘅權力
0	僥倖	記得清清楚楚，猶如呈現眼前
0	叮噹馬頭	一種可以煮熟食用嘅紫色植物果實（量詞：個）
0	響	3
0	雞	爲某啲組織發聲嘅代言人，帶負面意思
1	該煨	形容淒慘或者不幸嘅壞事發生
0	清晨	一種青綠色或者啡黃色皮嘅多汁生果（量詞：隻／個）
0	古老石山	漸漸；有一個向住某個方向嘅趨勢
1	拔	掹，將一啲原本質得實實地嘅嘢用力拉或扯出嚟
1	戲橋	簡介電影大綱同演員名單嘅單張，附有劇照，係1950至70年代嘅產物（量詞：張）
0	老虎都打死幾隻	支持；承托
0	勸喻	講電話嘅時候，用嚟向對方打招呼
1	覆診 / 複診	喺同一個地方再睇多次醫生
1	條理	各部份分佈、組織、安排嘅排序
0	不過	百分百，完全係，特質同某物完全一致
1	教育	將知識灌輸畀其他人
0	闡	形容好惡、講嘢大聲、成日鬧人嘅女性
0	阿茂	整個、全部
0	令	大學入面學生嘅主修
0	抆	「十」嘅大寫；見大寫數字
1	真跡 / 真蹟	書法家、畫家嘅親筆作品；唔係臨摹、仿製出嚟嘅
1	故態復萌	舊毛病、舊惡習又出現
0	下載	引伸指又肥又醜嘅女性（量詞：件）
0	不詳	同周圍顏色唔同嘅一點（量詞：粒）
1	鬼佬	男性白人（量詞：個）
0	倦容	用喺「喎」或者「噃」前面，「喇」嘅變音
1	收皮	指一日嘅活動完結
0	聽	無乜所謂，乜都好
1	丫頭	𡃁妹，細路女。有少少輕蔑嘅語氣。（量詞：個）
0	甘筍	講電話嘅時候，用嚟向對方打招呼
0	加上	日落月出時份
0	權宜之計	接受緊某一個水平嘅教育
0	精髓	生果未熟時嘅酸苦味
1	壬	天干嘅第九位，詳情見天干地支。
0	扱	去其他人嘅地頭（通常係為咗挑釁對方或者去搞事）
1	束手無策	完全搵唔到方法解決問題
0	返工	態度嚴肅認真
0	食撻	視作；諗成；認為前者同後者一樣，或者係後者嘅其中一種；喺施事人嘅觀感之中，主體等同某個對象、概念，或者有某種屬性；以至基於呢種觀感而相應噉對待主體
0	server	娛樂、占卜或者賭博嘅平面方型用具，帶有花式、數字或者標記（量詞：張／隻／疊）
1	出面 / 出便	唔屬於某個範圍嘅地方；界線外嘅地方
1	擒青	匆忙；趕急
1	贍養費	離婚之後，其中一方定期或者一次過支付對方，用嚟應付生活所需嘅錢（量詞：筆）
1	勿	唔好（通常用喺告示、通告或者規則，有命令含意）
0	薄扶林	俾輩份或身份比較高嘅人指責嗰陣反駁對方
1	皇	帝國嘅君主
0	貪	程度非常強
0	白飯	唔好嘅意思
0	鹹蝦燦	片刻，表示極短嘅時間
0	爆炸	黃昏之後，天空變黑，直至第二朝太陽重新升起之間嘅時間（量詞：個）
0	睹	毒品「安非他命」嘅花名
0	翻兜	表達複數／不可數嘅量詞
1	團圓	指家庭或者情侶重逢：好耐冇見，之後見返面
1	聯署	一齊簽名，以宣示某種立場或者啟動某種程序
1	廚師	以煮嘢食為職業嘅人（量詞：個）
1	好少	數目唔多
1	衫褲鞋襪	着喺身上面嘅嘢（衣物）嘅統稱
0	寶島	用方法顯示一啲嘢係真嘅、正確嘅
0	通氣	顯示自己嘅力量嚟威嚇，通常指虛張聲勢
1	寸金尺土	用嚟比喻地價高
0	寸金尺土	規定咗淨係可以有咁多嘅數目（量詞：個）
1	巴結	專登討好人，奉承人，擦鞋
0	聞	冇拍拖或者冇結婚嘅
0	架生 / 架撐	用經過反覆風乾同發酵嘅煙草捲成嘅香煙（量詞：枝）
1	保守	唔講一個秘密出嚟，唔俾人揭開個秘密
0	好勝	果斷迅速解決問題
0	仔	廣泛、共通嘅嘢
0	理解	了解對方嘅意見睇法
1	令千金	向對方個女嘅尊稱
0	碗	哥哥嘅雅稱
1	抽絲剝繭	極為細緻噉分析事物，一步一步，好有層次噉
1	攤開	將本身摺埋或者捲起嘅嘢打平
1	偷渡	唔經合法口岸或途徑進入某個地方
1	霸主	君王，統治者，呢家引伸至某領域嘅領尖份子或勁旅。（量詞：個）
0	白撞	事情嘅階段，通常指已經去到好難挽回嘅階段（量詞：個）
1	擺甫士	做特定嘅動作，通常係影相或者做model俾人畫。
0	掣	突然間、無啦啦死咗
1	念茲在茲	一直諗住，冇忘記到
0	三腳貓功夫	話一啲嘢畀人聽
0	腫	低賤
1	吟	朗讀、朗誦詩詞
0	要是	喺外國成長嘅華人
0	暗藏	可以抵受到
1	送死	指實力唔夠嘅時候去應戰；自取滅亡
0	程	喺水上面航行嘅交通工具（量詞：隻／艘）
0	逗	少少；通常放喺形容詞後面用嚟做比較
0	喀布爾	皇室、貴族或者宗教領袖所居住嘅豪華建築（量詞：座）
0	袋	露出身體部位
1	精神	充滿活力，唔覺得攰
0	磅	後生，仲係好有活力嘅時光
0	咫尺	印象深刻，唔會唔記得
0	毆	行爲異於常人
0	恤 / 戌	受聘用嘅人
1	木口木面	冇乜反應、表情
0	既	用藤條或其它棒條抽打
1	貼士	打賞；對侍應、服務你嘅人覺得滿意而額外俾佢哋嘅錢
0	痰	講自己啲不滿出嚟
0	肯定	車輛登記文件嘅俗稱
1	勾結	貶指暗中聯繫、合作
0	好	指開著車或者機器嘅引擎
0	壹	屈曲兩隻腳，好似坐喺度噉，但係臀部唔掂地嘅；蹲
0	幾耐	幼身嘅紅蘿蔔（量詞：條）
0	喵	中文書面語入面，動物用嘅第三人稱單數代名詞；粵語入面冇區分唔同種類嘅第三人稱代名詞，單數一律用佢
0	頂咀 / 頂嘴	成晚唔瞓覺，繼續做嘢或者玩
0	的	好自由自在, 無拘無束
0	閒閒哋	啤牌入面寫住「Q」嗰啲牌（量詞：隻／張）
0	嗱	訂立規則、法律去唔俾人做一件事；唔准許
0	耽	交；送；給予
1	麒麟	中國傳說中嘅瑞獸；頭似龍，有一隻角，身就似馬；性情溫和，被視為仁獸；相傳會喺聖人出現或者天下太平嘅時代現身（量詞：隻／條）
0	瑕疵	情侶分手後再喺返埋一齊
1	號	東亞文化圈中為免直呼其諱而設嘅別名，用喺人名，有時亦會用喺店舖、居處等等
0	籠統	事先冇商量過，但係意見或行動竟然完全一致
1	把持	令到自己嘅慾望同行為喺自己嘅控制之下，唔會做出一啲違反道德或者法律嘅行為。
0	姨丈	對老年男人嘅稱謂。（量詞：個）
1	獲悉	得知；收到消息；用語較為正式
1	仰臥	面向上咁瞓低
1	扮嘢	假裝，明明唔係又表現到好似係咁。
0	不屑	向對方個女嘅尊稱
1	邋遢	形容一樣嘢或者一個環境唔衛生、唔乾淨、唔潔淨
0	卵子	贏同輸；成功同失敗；一個足以分出優劣，明顯嘅實力差距
1	舅母 / 妗母	阿媽嘅阿哥或細佬嘅老婆（量詞：個）
1	升降機	垂直咁上落，用嚟載人或者貨物上落唔同樓層嘅運輸工具（量詞：部／架）
0	符弗 / 符fit	由各種線條、形狀、色彩等描繪成嘅形象或畫面 （量詞：幅／張）
0	NICAM	正確
0	分	下降，跌
0	極其量	將聲音或者影像保存落嚟，等之後有得聽返睇返
0	符弗 / 符fit	香港地方名；係一座位處港島西北岸嘅山
0	分神	好肯定噉話俾人聽自己一定可以做到／避免某啲事
0	口響	含糊；唔明顯、唔清楚
1	拜堂	中式嘅結婚傳統，婚禮嘅其中一環入面，新郎同新娘要對祖宗叩頭。
1	隱疾	難以查覺，或者唔方便同人講嘅病
0	食豆腐	一對愛侶單獨相處嘅機會
0	哎	將人哋嘅秘密透露俾其他人知
0	號	形容一個人醒目、反應快、做得嘢
1	橫	呈水平，同佢平行；同直、縱相對
1	揦	一啲物質為人體帶嚟刺痛、燒灼嘅感覺
0	倔 / 掘	主動用眼去接收資訊；望；見
1	僧	佛教寺院中出家修行嘅男性；和尚
1	騎呢 / 奇離	古怪、唔正常（通常指衣着打扮、性格同行為）
0	有事慢慢講	缺點；唔完美嘅地方
1	菜	葉或者莖可以食用嘅植物（量詞：條／樖／棵）
0	老闆 / 老板	同人爭執；同人嘈；同人嗌交；同人嗌烚
0	四	處理審訊、訴訟嘅機關，亦指進行進行審訊、訴訟嘅地方 （量詞：個／間）
1	倖	隨機遇到嘅好事
0	不謀而合	形容人講好多嘢，或本書好多字，但係講嘢唔得簡潔，令人覺得好厭煩
1	把風	幫進行緊秘密活動嘅人睇住出面嘅形勢，以防有人嚟打亂計劃。
1	清	完全冇任何剩餘（用喺動詞之後，表示動作後嘅結果）
1	爆	強烈噉；猛烈噉
1	潰瘍	皮膚、黏膜等組織嘅上層嘅傷口持續埋唔到口嘅狀態
1	啋	講咗唔吉利嘅嘢之後用該字，以表示唔吉利的東西唔會靈驗
0	輸家	邊度
0	驗証 / 驗證	同鬧交
0	都	缺點，唔好嘅地方，某事會引致嘅問題
1	癦 / 墨	即係痣，人身上面嘅黑色斑點（量詞：粒）
1	淡水	地名；位於台灣新北市西北沿海
0	萬事如意	放棄一啲既有嘅嘢，尤其係公司、機構、組織，自己由頭嚟過
1	鴉烏婆 / 丫烏婆	醜樣嘅女人（量詞：個）
0	撩	造成極大痛苦嘅懲罰
1	過冷河	食物煮熟之後搵凍水沖一沖
1	頑疾	難醫或者醫好耐都醫唔好嘅病症（量詞：種）
1	當年	好耐之前嗰陣
0	宦官	存心誤導人
0	熱誠	形容講嘢好清楚順暢
0	拆散	冇根據嘅言論
0	含羞	好大聲噉叫。
0	弟弟	食完嘢之後出現胃氣脹、作嘔嘅現象
0	解	做咗都無用，嘥氣
0	卡	地支嘅第八位，詳情見天干地支
0	行街紙	飲咗酒之後，神智變得冇咁清醒
0	任何	阿爸嘅阿哥
0	沉迷	（商品）樣本（量詞：個）
0	白熱化	後面接「唔」去表示唔肯離開，或者唔肯做一樣嘢
1	舊	經歷咗好長時間嘅
0	哼	受過訓練，帶失明或者弱視人士行路，幫佢哋避開障礙嘅狗（量詞：隻）
0	啱用	10,000,000
1	不一而足	形容好多，多到冇辦法舉囇全部。
1	宦官	古時被閹割後喺皇宮中事奉嘅人（量詞：個）
1	雪茄	用經過反覆風乾同發酵嘅煙草捲成嘅香煙（量詞：枝）
0	篡位	將一樣嘢嘅面同底倒換；由下變上、上變下，或者由內變外、外變內
0	如虎添翼	自行控制速度同方向，喺空中行進
0	邋遢	衣著舉止令人覺得污糟、求其、唔整潔，唔注重自己外表。
0	艱苦	或者；可能
0	安非他命	睇落唔願意、唔想做某件事
0	篡位	用手指篤或者摸人哋，令到人哋痕、唔舒服、笑
1	始終	由頭到尾；一直
0	佢	（商戶）唔開門做生意以達示威之效
1	唉吔 / 哎吔	痛苦嘅叫聲，或驚喜、煩躁、不滿、驚覺某事
0	掣	朗讀、朗誦詩詞
1	嘉年華	戶外設有攤位遊戲嘅大型活動（量詞：個）
1	咕𠱸	入面塞咗好多軟腍腍嘅物料嘅布袋，用嚟俾人坐喺上面、墊喺背脊或者攬住；源自英文 cushion 嘅音譯（量詞：個）
1	獨生子	冇兄弟姊妹嘅男仔（量詞：個）
0	不幸	陰莖，男性生殖器官
1	不力	達唔到要求，做唔到最好
0	水	唔諗清楚自己做唔做到就應承；下巴輕輕
0	評估	表示範圍擴張、擴大
0	口水尾	信或請帖嘅正式啲嘅講法
1	苦痛	折磨人身心嘅事；比較多形容心靈上嘅折磨
0	沉寂	扭傷踝關節
0	打算	本指乘機搏人懵佔便宜；而家主要指對人摸手摸腳、借啲意非禮人
0	橫	生產商或商戶承諾提供嘅產品維修或換貨服務
0	撐 / 撑	年輕、後生，通常經驗唔豐富嘅
0	大	喺海岸嘅建築物，夜晚會發出強光，畀船隻做參考（量詞：個）
1	荼毒	將唔好嘅道德觀、思想灌輸俾其他人，令佢地變壞
0	來	用嚟講特定時間；放喺時針指嘅數字之後；後面可以加上更加仔細嘅單位，例如正 (zing3) （即係沓正），半（即係30分），分針 指嘅數字（即係幾多個字，但係 6 同 12 唔得），或者...
0	倖存者	用喺分句或句子開頭，對前面內容作出補充或修正
0	勝負	法律訴訟（量詞：個／單／場）
1	索馬里	國家名；位於東非嘅國家，首都係摩加迪沙
1	鴨脷洲	香港地方名；香港島西南端嘅島嶼
0	貳	將有病嘅生物治癒，令佢病好
0	宦官	即係戇撚鳩；本身係高登嘅粗口過濾之後嘅結果，後來大家會直接使用
0	瘋癲	用嚟裝衫嘅箱形傢俬（量詞：個）
0	伯	喺側邊用嚟保護同裝飾嘅裝置，通常起喺建築物或者設施邊緣、橋樑兩邊、行人路同馬路之間（量詞：條／枝）
1	執生	臨場應變
1	仟	「千」嘅大寫；見大寫數字
1	甘筍	幼身嘅紅蘿蔔（量詞：條）
0	呢 / 依	一齊學習或工作嘅分組組別（量詞：個）
1	離譜	唔符合社會規範或者其他人嘅期望
1	埃	灰塵、塵土
0	減	機構借錢俾個人或者其他機構
0	死機	冇限制
1	面對	正視，尤其指一啲想逃避嘅人或者問題
0	透	某個實體本身；指稱返本身，以示強調
0	氹 / 𠱁	大學術語，指大學入面嘅一屆學生組織嘅團隊（量詞：支）
0	口窒窒	形容某啲嘢好棘手，令人好苦惱
0	心肝椗	用口服食毒品或者濫用藥物；啪
0	搦 / 攊	表示假設情況，通常喺下一句會有「就」
1	視	睇、望、見
1	脫	除；將身上面嘅嘢拎落嚟
0	仆街	知道、明白一樣嘢背後嘅意思
0	局 / 焗	天干嘅第八位，詳情見天干地支。
0	鉛	城市名；位於中國中部嘅城市，係湖北嘅省會
0	𢳂 / 𢴩	認為、覺得
1	眉頭眼額	引申解做面部表情
1	踩 / 踹	將腳放喺某樣嘢上面
1	不幸	厄運；災禍
0	理解	屋企人之間嘅信（量詞：封）
1	相親	男女雙方經人介紹後，以交往甚至結婚為前提嘅約會
0	頒贈	用滾水將食物浸熟嘅煮食方式
1	沙炮	用薄紙片包住少量嘅炸藥，用嚟掟落地下嚟引爆嘅，有少量火光而其聲似拍手
1	山西	地區名；位於中國嘅省份，簡稱「晉」；省會係太原
0	選舉	用嚟保持門、窗緊閉嘅裝置，祇可以喺單面打開，亦唔需要用鎖都開到（量詞：個／嚿）
1	桌	泛指有支撐嘅腳，上面有用嚟做嘢、食飯用嘅平面嘅傢俬（量詞：張）
0	蚊	厄運；災禍
1	傷風	上呼吸道受病毒感染，出現流鼻水同喉嚨痛 嘅症狀
0	莫卡	如果
0	feel	一系列勵志書籍嘅書名，又或者借代類似題材嘅書
0	冚	令到某樣嘢好穩、唔會郁
0	Q / cue	隔兩代嘅母系長輩
1	開片	打交、群毆；通常指黑社會或者社團啲人拎架撐打交
0	班底	朱古力咖啡
0	狗	最高點
1	溝 / 媾	追求一個人而令到嗰個人對自己有好感
1	糖果	甜味嘅零食，通常係粒狀嘅（量詞：粒）
0	獨生	未到家嘅水平
0	富麗堂皇	投資工具，向第三方借錢用嚟買股票，增加槓桿
0	吵架	基督宗教用語，通常喺祈禱完個陣會講，有「誠心所願」嘅意思。
1	慳	唔浪費，唔嘥嘢，盡量用少啲時間、錢、資源
0	新嚟	一齊簽名，以宣示某種立場或者啟動某種程序
1	信	帶有目的、用嚟傳遞訊息嘅文件（量詞：封）
1	bid	喺拍賣會、拍賣網站上面出價或者買嘢
0	壺	（多數指物業、公司）賣咗俾人；有新嘅擁有人
0	嗱	做嘢嘅快慢
1	飛紙仔	拍攝電視或電影嘅時候重未有完整劇本，邊拍邊度
0	膠	用其他物件做支撐去企或者坐喺度。貼近。
0	粵劇	男妓。前人用雞稱妓女（「雞」、「妓」國語音近），後來有男妓出現，於是就用相對名詞稱呼。（量詞:隻）
1	旭日	朝早啱啱升起嘅太陽
0	青	喺名詞之後形容年齡比較細，又或者體積比較細小嘅嘢
1	曬 / 晒	暴露喺太陽光之下
0	通頂	放喺動詞之後表示事物持續嘅狀態，多數用於靜態動詞
0	餓	可能；或者
0	托市	發晒癲又喊又嗌
0	清楚	二十四節氣之一；喺3月20日至3月22日之間，太陽直射點喺赤道，晝夜幾乎等長
1	覆	即係回應；回答
0	摺	老闆, 上司；英語 boss 嘅音譯（量詞:個）
1	抒發	表達感情、感受、情緒
0	稱	形容一樣野裡面有啲咩成分。
0	窄	指出有嘢可以印證自己嘅預料、判斷、觀察正確
0	招募	穿透一層物質嘅開口（量詞：個）
1	食豆腐	本指乘機搏人懵佔便宜；而家主要指對人摸手摸腳、借啲意非禮人
0	自己友	傷害、欺凌、壓迫弱過自己嘅人
1	逐	追
0	別號	數量細
1	嗯	拖長嚟講，表示遲疑
1	住	放喺動詞之後表示事物持續嘅狀態，多數用於靜態動詞
0	睇 / 睼	俾人打低，輸咗。
0	內置	經USB線連接電子產品嘅外置叉電器嘅俗稱，亦有人叫佢做「尿袋」（量詞：個）
0	快	令啲嘢徹底消失（通常係啲唔好嘅嘢）
1	hea / hae	敷衍；唔認真、交行貨，求其做啲嘢應付人
0	晾衫	經水路移動
0	頂	用嚟帶出一樣嘢嘅所在地、一個人身處嘅地方
0	撈	指一樣嘢結構穩固，唔容易爛
1	別號	指正式名以外嘅自稱、名稱（量詞：個）
1	chur	要求多；好難滿足；好難做得好
1	清盤	一種法律程序，指公司停止生產運作，所有資產要喺短期內出售，變返現金，按先後次序償還債項，然後按法律程序宣布公司解散
0	裸體	抵達一個地方，喺一個地方出現，通常有參加某個活動嘅意思
0	捏造	令一樣嘢嘅溫度升高
0	心靈雞湯	連接兩句之間，表達前後兩句嘅意思形成對比（後面通常有逗號或者口頭停頓）
0	鳩	細路；小朋友
1	點	用嚟提問，意思係用咩方式、有咩情形、有咩目的
1	嗰啲嘢	鬼嘅委婉語
1	包攬	正式叫「助訟與幫訟分利」, 係指任何人提供金錢或其他野資助他人提出訴訟, 並係勝訴之後攤分利益。係香港係刑事。
1	屙屎貪高興 / 痾屎貪高興	湊熱鬧；見人做自己又跟住做，唔知為乜
0	自然	吐痰
0	庚	喺賽跑嘅時候，早咗出發
0	坪洲	逐啲逐啲噉披露資訊，或者逐啲逐啲噉做某樣嘢；通常要其他人催促先肯做
1	嗩吶	由波斯傳入嘅中國管樂器，似喇叭（量詞：支）
0	出面 / 出便	折磨人身心嘅事；比較多形容心靈上嘅折磨
1	chur	消耗能量、資源
0	年滿	形容物件嘅開口、接口閂得實、冇罅；緊閉
0	會	具有歐洲或北美文化特色嘅
1	除得開	分做幾份之後冇餘數
0	撇	同埋、而且
0	急住	物件撞到平面之後，向反方向返嚟
0	大方	成日；經常
1	遜色	差過、衰過、鮓過同類嘅嘢
0	柒 / 𨳍	數量細
1	叮噹馬頭	形容實力相近，相差極少
0	橫膈膜	最近；而家之前同之後少少嘅一段時間
0	痰	一種開口喺頂、用嚟盛載液體嘅器皿，通常係一隻手揸得實嘅大細（量詞：隻）
1	談	講；傾
1	權宜之計	因應當時情形而採取住先嘅辦法
0	趣緻	法文入面「你好嗎？」嘅廣東話諧音
0	定	臨時負責某人嘅工作
1	升級	用犀利啲、強烈啲嘅手段去做一件事
1	所以	標示因為某啲原因而導致嘅結果
1	不治之症	冇辦法醫好嘅病（量詞：個）
1	包辦	由頭到腳都一腳踢，負上全部責任做晒所有嘢
0	三番四次	啤牌入面寫住「Q」嗰啲牌（量詞：隻／張）
0	顆	（錢）一嚿；一個總和嘅錢
0	古老石山	愛、關心、緊張
0	啱	能夠；相等於粵語嘅「識＋動詞」或者「動詞＋得」
0	行貨	娛樂、占卜或者賭博嘅平面方型用具，帶有花式、數字或者標記（量詞：張／隻／疊）
0	不堪	無論；再
0	沙士	負責管理煮房，有時要煮埋嘢。通常係老一輩，又或者做飲食業嘅人先會用呢個詞。
1	RAM	隨機存取記憶體嘅英文縮寫，係電腦組成嘅一部分，通常係作業系統或其他執行中程式嘅臨時資料儲存媒介。
1	空中巴士	由歐洲嘅飛機製造商 Airbus 意譯得嚟；亦都指該公司出產嘅客機（量詞：架）
0	六	外界唔知道嘅消息，通常指唔可以對外公開嘅秘聞
0	肥妹	長時間留喺同一個地方
0	觀鳥	唔明白狀況，心入面有疑問
0	鵪鶉	幫進行緊秘密活動嘅人睇住出面嘅形勢，以防有人嚟打亂計劃。
0	優閒	負面噉分析人或事，指出缺點、問題
1	毆	打
0	來	喺名詞之後形容年齡比較細，又或者體積比較細小嘅嘢
1	斃	死嘅意思
1	牌簿	車輛登記文件嘅俗稱
1	停	中止某個行為
1	分紅	公司派獎金畀股東或者員工
0	幾耐	冇辦法醫好嘅病（量詞：個）
0	蹦	引起麻煩嘅
0	沙士	狀態一直不變；冇中斷噉進行
0	弊	數字、字符
1	衫	著喺上身嘅衣物；有保暖、保護皮膚、遮住身體呢啲用途（量詞：件）
0	迪士尼	繁衍下一代，但係單指雌性嬰兒
0	着 / 著	用嚟大嗌叫前面讓開嘅語句
0	柒吓柒吓	睇；望
0	𢞵 / 弗	得知；收到消息；用語較為正式
0	許	唔再計較以前嘅壞事同恩怨
0	獨立	用現金兌換現金，例如將錢換做唔同面值、硬幣，或者其他貨幣
0	撞板	火候同大細火
1	昌明	形容科學技術先進發達
0	劫	朝早啱啱升起嘅太陽
0	撳𨋢 / 㩒𨋢	突然醒起啲嘢嗰陣，用嚟引起對方注意 （通常帶下降語調）
0	煲	捉實
0	捱	指稱一個遠處嘅範圍、區域
1	菲律賓	國家名；位於東南亞嘅群島國家，首都係馬尼拉；曾經係西班牙 嘅殖民地同美國 屬土，大部分國民都信奉天主教
0	曱甴 / 甴曱	清楚晒、深入了解晒一件事
0	食螺絲	做某啲詞語最後一個字嘅時候嘅讀法
0	效率	正確
0	哈爾濱	原先係指戲劇表演中尾二嘅節目，後來大多數人都理解成最尾嘅節目，比喻作最精彩嘅部份
0	七彩	名次；排名
0	鬼叫	溝淡咗嘅黑色
0	白鴿轉	萬寶路香煙嘅別名
0	回水	後備，係英文「spare」嘅音譯（量詞：個）
0	講	問問題以獲得資料
1	郊區	城市周圍，人煙冇咁稠密嘅地方（量詞：個）
1	洪水橋	香港地方名；位於新界西北，介乎元朗同屯門 之間嘅小型鄉鎮
0	檢控	一直堅持，唔會因為壓力或者困難而放棄
1	不折不扣	百分百，完全係，特質同某物完全一致
0	眼白白	指打橫嘅面、地面，冇高低凹凸
0	驗証 / 驗證	吸引人注意，提醒佢某樣嘢
0	晏晝飯	可以見到鬼魂嘅特殊能力
0	醉	冇拍拖或者冇結婚嘅
1	不過	但係，用嚟表達前句同後句有轉折關係
1	走鬼	逃避執法人員，通常係指街邊嘅無牌小販
1	東	主人
1	衣物	泛指着喺身上面嘅嘢；衫褲鞋襪（有時仲包埋眼鏡、手袋、頸鏈、戒指、頸巾、手套、帽之類）
0	菜	一個扯旗中嘅男人，因爲外來因素軟咗落嚟
0	翳悶	說明開始嘅起點、開始時間、來源、起初嘅層次等等
0	搵食	通常係單音節嘅動詞、形容詞嘅後綴，指示針對對象嘅過程未完成、未做晒，仲有缺漏，離終止仲有截距離；做形容詞後綴嗰陣，置於構成比較級嘅後綴「啲」之前；若然對象係名詞詞組，必須有量詞修飾
1	隨口噏當秘笈 / 隨口噏當祕笈	形容啲人講到自己係專家噉，其實只不過係亂咁講
1	機構	有相當人數同比較正式嘅組織 / 團體（量詞：個／間）
1	嗰度 / 嗰道	指稱遠處
1	開羅	城市名；埃及嘅首都
0	隔涉	形容一件事嘅局勢激烈
0	傷風	呢一刻；呢個時候
0	啱	講一樣嘢望落好睇順眼
1	反轉	將一樣嘢嘅面同底倒換；由下變上、上變下，或者由內變外、外變內
0	戒口	甜味嘅零食，通常係粒狀嘅（量詞：粒）
1	必須	一定要噉做；唔能夠唔做
0	太太	由一種情況變成、換成另一種
1	巢穴	鳥類、昆蟲或者其他動物住嘅地方；引申指敵人、賊人藏身嘅地方（量詞：個）
0	已經	喺廣東一帶紥根並且發揚嘅傳統表演藝術，又稱大戲
0	鹹濕 / 咸濕	君王，統治者，呢家引伸至某領域嘅領尖份子或勁旅。（量詞：個）
1	蓆嗲	潮州話音譯，即係飲茶
0	忙	同時從唔同方向向敵人夾擊，以令對方無路可退。
0	顆	男方喺女方陰道內射精；源自日文漢字
0	俾 / 畀	物理現象，液體加熱到沸點，出現大量嘅氣泡，開始變成氣體
1	槍 / 鎗	以火藥驅動，射出子彈嘅武器（量詞：把／枝）
0	吖	雙胞胎之中早啲出世嗰個人
0	法國	用好少時間、篇幅
1	毫	加喺量度單位前面，用嚟標示千分之一
1	內置	一樣嘢嘅本身或者入面已經有某一樣零件或者設備，唔需要再裝上去
0	何文田	加班，由英文名詞、副詞 overtime 縮寫而嚟
1	的水 / 滴水	塊面兩側、耳仔前面嘅頭髮
0	櫃	喺瞬間擊敗敵人，實力差距好大
0	名	後生，仲係好有活力嘅時光
0	困惑	尊稱上帝嘅第三人稱代名詞，主要係基督徒用嘅
0	門	有甲以乙為中心，佔據乙周邊嘅空間
0	當然	拉扯；拖拉
0	咁耐以嚟	非常安靜，乜嘢聲都聽唔到
0	到場	遇到困境時依然唔放棄，堅持落去
0	裏海	控制唔到動作、情感；唔想做某件事，但身體或情感唔受控制做咗
1	急住	趕時間去做某樣嘢
1	雙親	父母
0	阿爸	掛起衣物去風乾、曬乾
0	不屑	有好大嘅成就；通常帶有諷刺嘅意思
0	移	蠢嘅人（量詞：個）
0	掖	鍾意贏人；唔輸得
1	知	了解、明白、曉得
1	門	建築物或車、船等可以開關嘅出入口；又或設喺出入口度，可以關閉嘅裝置。（量詞：棟／道）
0	撩交打	拖長嚟講，表示遲疑
1	驚訝	意想不到；出乎意料之外嘅；聽到或者見到會嚇咗一嚇嘅
0	己	淺綠色
0	弊傢伙 / 弊家伙	負面噉分析人或事，指出缺點、問題
0	竅門	西方國家1960、1970年代反抗習俗同埋當時政治嘅年輕人（量詞：個）
0	她	夾硬嚟；明明唔得、有阻力都要做
0	狗	應該盡快
1	晾衫	掛起衣物去風乾、曬乾
0	頂尖	市集；街市；人流聚集嘅地方（量詞：個）
0	批評	國家名，國境跨越亞洲同非洲，四大文明古國之一
0	住	5
0	RAM	誓不兩立嘅仇人（量詞：個）
